,name,date,expenses
6079,William Ziler,2020-03-08,2246
6080,William Ziler,2020-03-09,203
6081,William Ziler,2020-03-10,3492
6082,William Ziler,2020-03-11,2107
6083,William Ziler,2020-03-12,1000
6084,William Ziler,2020-03-13,3281
6085,William Ziler,2020-03-14,3479
6086,William Ziler,2020-03-15,1241
6087,William Ziler,2020-03-16,912
6088,William Ziler,2020-03-17,228
6089,William Ziler,2020-03-18,1084
6090,William Ziler,2020-03-19,2748
6091,William Ziler,2020-03-20,2079
6092,William Ziler,2020-03-21,1024
6093,William Ziler,2020-03-22,2552
6094,William Ziler,2020-03-23,1259
6095,William Ziler,2020-03-24,2117
6096,William Ziler,2020-03-25,356
6097,William Ziler,2020-03-26,1998
6098,William Ziler,2020-03-27,1060
6099,William Ziler,2020-03-28,1631
6100,William Ziler,2020-03-29,3243
6101,William Ziler,2020-03-30,2483
6102,William Ziler,2020-03-31,3337
6103,William Ziler,2020-04-01,230
6104,William Ziler,2020-04-02,600
6105,William Ziler,2020-04-03,1171
6106,William Ziler,2020-04-04,3459
6107,William Ziler,2020-04-05,2601
6108,William Ziler,2020-04-06,3338
6109,William Ziler,2020-04-07,2296
6110,William Ziler,2020-04-08,3385
6111,William Ziler,2020-04-09,1808
6112,William Ziler,2020-04-10,748
6113,William Ziler,2020-04-11,1718
6114,William Ziler,2020-04-12,1170
6115,William Ziler,2020-04-13,674
6116,William Ziler,2020-04-14,3431
6117,William Ziler,2020-04-15,1991
6118,William Ziler,2020-04-16,946
6119,William Ziler,2020-04-17,2907
6120,William Ziler,2020-04-18,930
6121,William Ziler,2020-04-19,1197
6122,William Ziler,2020-04-20,2714
6123,William Ziler,2020-04-21,2193
6124,William Ziler,2020-04-22,1102
6125,William Ziler,2020-04-23,1864
6126,William Ziler,2020-04-24,3318
6127,William Ziler,2020-04-25,1677
6128,William Ziler,2020-04-26,1468
6129,William Ziler,2020-04-27,1245
6130,William Ziler,2020-04-28,1118
6131,William Ziler,2020-04-29,411
6132,William Ziler,2020-04-30,1566
6133,William Ziler,2020-05-01,264
6134,William Ziler,2020-05-02,2941
6135,William Ziler,2020-05-03,1764
6136,William Ziler,2020-05-04,390
6137,William Ziler,2020-05-05,1540
6138,William Ziler,2020-05-06,2011
6139,William Ziler,2020-05-07,963
6140,William Ziler,2020-05-08,3448
6141,William Ziler,2020-05-09,2201
6142,William Ziler,2020-05-10,1977
6143,William Ziler,2020-05-11,2511
6144,William Ziler,2020-05-12,634
6145,William Ziler,2020-05-13,321
6146,William Ziler,2020-05-14,3324
6147,William Ziler,2020-05-15,803
6148,William Ziler,2020-05-16,1199
6149,William Ziler,2020-05-17,2617
6150,William Ziler,2020-05-18,307
6151,William Ziler,2020-05-19,1462
6152,William Ziler,2020-05-20,2241
6153,William Ziler,2020-05-21,3429
6154,William Ziler,2020-05-22,2171
6155,William Ziler,2020-05-23,2064
6156,William Ziler,2020-05-24,2762
6157,William Ziler,2020-05-25,1166
6158,William Ziler,2020-05-26,2323
6159,William Ziler,2020-05-27,3000
6160,William Ziler,2020-05-28,3027
6161,William Ziler,2020-05-29,2293
6162,William Ziler,2020-05-30,2889
6163,William Ziler,2020-05-31,1485
6164,William Ziler,2020-06-01,1958
6165,William Ziler,2020-06-02,880
6166,William Ziler,2020-06-03,3097
6167,William Ziler,2020-06-04,1434
6168,William Ziler,2020-06-05,2602
6169,William Ziler,2020-06-06,1103
6170,William Ziler,2020-06-07,2059
6171,William Ziler,2020-06-08,1961
6172,William Ziler,2020-06-09,1507
6173,William Ziler,2020-06-10,1369
6174,William Ziler,2020-06-11,916
6175,William Ziler,2020-06-12,1573
6176,William Ziler,2020-06-13,1014
6177,William Ziler,2020-06-14,1502
6178,William Ziler,2020-06-15,3266
6179,Linda Alford,2020-01-01,3216
6180,Linda Alford,2020-01-02,2584
6181,Linda Alford,2020-01-03,1300
6182,Linda Alford,2020-01-04,1865
6183,Linda Alford,2020-01-05,3444
6184,Linda Alford,2020-01-06,1880
6185,Linda Alford,2020-01-07,2632
6186,Linda Alford,2020-01-08,2234
6187,Linda Alford,2020-01-09,776
6188,Linda Alford,2020-01-10,2613
6189,Linda Alford,2020-01-11,2070
6190,Linda Alford,2020-01-12,940
6191,Linda Alford,2020-01-13,961
6192,Linda Alford,2020-01-14,1952
6193,Linda Alford,2020-01-15,2200
6194,Linda Alford,2020-01-16,1488
6195,Linda Alford,2020-01-17,1976
6196,Linda Alford,2020-01-18,916
6197,Linda Alford,2020-01-19,2924
6198,Linda Alford,2020-01-20,2691
6199,Linda Alford,2020-01-21,1212
6200,Linda Alford,2020-01-22,783
6201,Linda Alford,2020-01-23,846
6202,Linda Alford,2020-01-24,2121
6203,Linda Alford,2020-01-25,1549
6204,Linda Alford,2020-01-26,1762
6205,Linda Alford,2020-01-27,1410
6206,Linda Alford,2020-01-28,1173
6207,Linda Alford,2020-01-29,1696
6208,Linda Alford,2020-01-30,3280
6209,Linda Alford,2020-01-31,1674
6210,Linda Alford,2020-02-01,886
6211,Linda Alford,2020-02-02,1493
6212,Linda Alford,2020-02-03,1693
6213,Linda Alford,2020-02-04,1507
6214,Linda Alford,2020-02-05,2218
6215,Linda Alford,2020-02-06,202
6216,Linda Alford,2020-02-07,2995
6217,Linda Alford,2020-02-08,2087
6218,Linda Alford,2020-02-09,1955
6219,Linda Alford,2020-02-10,408
6220,Linda Alford,2020-02-11,286
6221,Linda Alford,2020-02-12,527
6222,Linda Alford,2020-02-13,1619
6223,Linda Alford,2020-02-14,2110
6224,Linda Alford,2020-02-15,482
6225,Linda Alford,2020-02-16,3192
6226,Linda Alford,2020-02-17,681
6227,Linda Alford,2020-02-18,744
6228,Linda Alford,2020-02-19,3127
6229,Linda Alford,2020-02-20,244
6230,Linda Alford,2020-02-21,1396
6231,Linda Alford,2020-02-22,2608
6232,Linda Alford,2020-02-23,801
6233,Linda Alford,2020-02-24,3382
6234,Linda Alford,2020-02-25,3139
6235,Linda Alford,2020-02-26,1055
6236,Linda Alford,2020-02-27,1320
6237,Linda Alford,2020-02-28,980
6238,Linda Alford,2020-02-29,2918
6239,Linda Alford,2020-03-01,1149
6240,Linda Alford,2020-03-02,1348
6241,Linda Alford,2020-03-03,1833
6242,Linda Alford,2020-03-04,814
6243,Linda Alford,2020-03-05,1264
6244,Linda Alford,2020-03-06,242
6245,Linda Alford,2020-03-07,2632
6246,Linda Alford,2020-03-08,2041
6247,Linda Alford,2020-03-09,763
6248,Linda Alford,2020-03-10,1004
6249,Linda Alford,2020-03-11,3002
6250,Linda Alford,2020-03-12,749
6251,Linda Alford,2020-03-13,1405
6252,Linda Alford,2020-03-14,2409
6253,Linda Alford,2020-03-15,1037
6254,Linda Alford,2020-03-16,609
6255,Linda Alford,2020-03-17,912
6256,Linda Alford,2020-03-18,3197
6257,Linda Alford,2020-03-19,904
6258,Linda Alford,2020-03-20,1194
6259,Linda Alford,2020-03-21,2270
6260,Linda Alford,2020-03-22,3028
6261,Linda Alford,2020-03-23,2482
6262,Linda Alford,2020-03-24,422
6263,Linda Alford,2020-03-25,294
6264,Linda Alford,2020-03-26,1826
6265,Linda Alford,2020-03-27,2381
6266,Linda Alford,2020-03-28,572
6267,Linda Alford,2020-03-29,974
6268,Linda Alford,2020-03-30,2393
6269,Linda Alford,2020-03-31,222
6270,Linda Alford,2020-04-01,1620
6271,Linda Alford,2020-04-02,2231
6272,Linda Alford,2020-04-03,406
6273,Linda Alford,2020-04-04,3014
6274,Linda Alford,2020-04-05,2197
6275,Linda Alford,2020-04-06,1882
6276,Linda Alford,2020-04-07,2228
6277,Linda Alford,2020-04-08,1671
6278,Linda Alford,2020-04-09,3443
6279,Linda Alford,2020-04-10,2847
6280,Linda Alford,2020-04-11,2668
6281,Linda Alford,2020-04-12,2222
6282,Linda Alford,2020-04-13,3400
6283,Linda Alford,2020-04-14,3056
6284,Linda Alford,2020-04-15,671
6285,Linda Alford,2020-04-16,2921
6286,Linda Alford,2020-04-17,2609
6287,Linda Alford,2020-04-18,2576
6288,Linda Alford,2020-04-19,888
6289,Linda Alford,2020-04-20,2397
6290,Linda Alford,2020-04-21,3271
6291,Linda Alford,2020-04-22,262
6292,Linda Alford,2020-04-23,902
6293,Linda Alford,2020-04-24,2840
6294,Linda Alford,2020-04-25,3130
6295,Linda Alford,2020-04-26,2380
6296,Linda Alford,2020-04-27,788
6297,Linda Alford,2020-04-28,2105
6298,Linda Alford,2020-04-29,1236
6299,Linda Alford,2020-04-30,1774
6300,Linda Alford,2020-05-01,1453
6301,Linda Alford,2020-05-02,2986
6302,Linda Alford,2020-05-03,1686
6303,Linda Alford,2020-05-04,2575
6304,Linda Alford,2020-05-05,1498
6305,Linda Alford,2020-05-06,1812
6306,Linda Alford,2020-05-07,2923
6307,Linda Alford,2020-05-08,379
6308,Linda Alford,2020-05-09,995
6309,Linda Alford,2020-05-10,1113
6310,Linda Alford,2020-05-11,2694
6311,Linda Alford,2020-05-12,2311
6312,Linda Alford,2020-05-13,439
6313,Linda Alford,2020-05-14,2645
6314,Linda Alford,2020-05-15,354
6315,Linda Alford,2020-05-16,3222
6316,Linda Alford,2020-05-17,2111
6317,Linda Alford,2020-05-18,253
6318,Linda Alford,2020-05-19,3001
6319,Linda Alford,2020-05-20,3078
6320,Linda Alford,2020-05-21,412
6321,Linda Alford,2020-05-22,3149
6322,Linda Alford,2020-05-23,1196
6323,Linda Alford,2020-05-24,3083
6324,Linda Alford,2020-05-25,2685
6325,Linda Alford,2020-05-26,577
6326,Linda Alford,2020-05-27,2138
6327,Linda Alford,2020-05-28,440
6328,Linda Alford,2020-05-29,1967
6329,Linda Alford,2020-05-30,1817
6330,Linda Alford,2020-05-31,213
6331,Linda Alford,2020-06-01,1165
6332,Linda Alford,2020-06-02,2941
6333,Linda Alford,2020-06-03,1057
6334,Linda Alford,2020-06-04,3412
6335,Linda Alford,2020-06-05,1682
6336,Linda Alford,2020-06-06,2230
6337,Linda Alford,2020-06-07,1483
6338,Linda Alford,2020-06-08,596
6339,Linda Alford,2020-06-09,999
6340,Linda Alford,2020-06-10,3266
6341,Linda Alford,2020-06-11,1490
6342,Linda Alford,2020-06-12,2487
6343,Linda Alford,2020-06-13,1782
6344,Linda Alford,2020-06-14,557
6345,Linda Alford,2020-06-15,983
6346,Matthew Byker,2020-01-01,1617
6347,Matthew Byker,2020-01-02,1495
6348,Matthew Byker,2020-01-03,2923
6349,Matthew Byker,2020-01-04,3313
6350,Matthew Byker,2020-01-05,2602
6351,Matthew Byker,2020-01-06,3415
6352,Matthew Byker,2020-01-07,2456
6353,Matthew Byker,2020-01-08,3025
6354,Matthew Byker,2020-01-09,2901
6355,Matthew Byker,2020-01-10,2819
6356,Matthew Byker,2020-01-11,1514
6357,Matthew Byker,2020-01-12,868
6358,Matthew Byker,2020-01-13,2747
6359,Matthew Byker,2020-01-14,1400
6360,Matthew Byker,2020-01-15,2789
6361,Matthew Byker,2020-01-16,3390
6362,Matthew Byker,2020-01-17,432
6363,Matthew Byker,2020-01-18,3231
6364,Matthew Byker,2020-01-19,1148
6365,Matthew Byker,2020-01-20,1566
6366,Matthew Byker,2020-01-21,2269
6367,Matthew Byker,2020-01-22,705
6368,Matthew Byker,2020-01-23,535
6369,Matthew Byker,2020-01-24,3082
6370,Matthew Byker,2020-01-25,1180
6371,Matthew Byker,2020-01-26,3306
6372,Matthew Byker,2020-01-27,685
6373,Matthew Byker,2020-01-28,3036
6374,Matthew Byker,2020-01-29,640
6375,Matthew Byker,2020-01-30,2110
6376,Matthew Byker,2020-01-31,2217
6377,Matthew Byker,2020-02-01,3301
6378,Matthew Byker,2020-02-02,1931
6379,Matthew Byker,2020-02-03,3339
6380,Matthew Byker,2020-02-04,402
6381,Matthew Byker,2020-02-05,1033
6382,Matthew Byker,2020-02-06,1674
6383,Matthew Byker,2020-02-07,745
6384,Matthew Byker,2020-02-08,477
6385,Matthew Byker,2020-02-09,1866
6386,Matthew Byker,2020-02-10,1206
6387,Matthew Byker,2020-02-11,2904
6388,Matthew Byker,2020-02-12,2682
6389,Matthew Byker,2020-02-13,210
6390,Matthew Byker,2020-02-14,2794
6391,Matthew Byker,2020-02-15,2632
6392,Matthew Byker,2020-02-16,1849
6393,Matthew Byker,2020-02-17,1779
6394,Matthew Byker,2020-02-18,2090
6395,Matthew Byker,2020-02-19,1467
6396,Matthew Byker,2020-02-20,2744
6397,Matthew Byker,2020-02-21,3188
6398,Matthew Byker,2020-02-22,3136
6399,Matthew Byker,2020-02-23,894
6400,Matthew Byker,2020-02-24,2701
6401,Matthew Byker,2020-02-25,2366
6402,Matthew Byker,2020-02-26,1599
6403,Matthew Byker,2020-02-27,3344
6404,Matthew Byker,2020-02-28,1209
6405,Matthew Byker,2020-02-29,1947
6406,Matthew Byker,2020-03-01,1822
6407,Matthew Byker,2020-03-02,3332
6408,Matthew Byker,2020-03-03,1391
6409,Matthew Byker,2020-03-04,2930
6410,Matthew Byker,2020-03-05,2901
6411,Matthew Byker,2020-03-06,3435
6412,Matthew Byker,2020-03-07,1971
6413,Matthew Byker,2020-03-08,2200
6414,Matthew Byker,2020-03-09,900
6415,Matthew Byker,2020-03-10,1401
6416,Matthew Byker,2020-03-11,3186
6417,Matthew Byker,2020-03-12,534
6418,Matthew Byker,2020-03-13,3270
6419,Matthew Byker,2020-03-14,3343
6420,Matthew Byker,2020-03-15,318
6421,Matthew Byker,2020-03-16,1639
6422,Matthew Byker,2020-03-17,2435
6423,Matthew Byker,2020-03-18,496
6424,Matthew Byker,2020-03-19,321
6425,Matthew Byker,2020-03-20,3344
6426,Matthew Byker,2020-03-21,3112
6427,Matthew Byker,2020-03-22,1500
6428,Matthew Byker,2020-03-23,2405
6429,Matthew Byker,2020-03-24,2649
6430,Matthew Byker,2020-03-25,1042
6431,Matthew Byker,2020-03-26,3039
6432,Matthew Byker,2020-03-27,1472
6433,Matthew Byker,2020-03-28,579
6434,Matthew Byker,2020-03-29,1518
6435,Matthew Byker,2020-03-30,3144
6436,Matthew Byker,2020-03-31,246
6437,Matthew Byker,2020-04-01,3460
6438,Matthew Byker,2020-04-02,1935
6439,Matthew Byker,2020-04-03,2253
6440,Matthew Byker,2020-04-04,2098
6441,Matthew Byker,2020-04-05,894
6442,Matthew Byker,2020-04-06,267
6443,Matthew Byker,2020-04-07,3170
6444,Matthew Byker,2020-04-08,1457
6445,Matthew Byker,2020-04-09,1323
6446,Matthew Byker,2020-04-10,2106
6447,Matthew Byker,2020-04-11,1631
6448,Matthew Byker,2020-04-12,2586
6449,Matthew Byker,2020-04-13,523
6450,Matthew Byker,2020-04-14,2785
6451,Matthew Byker,2020-04-15,2846
6452,Matthew Byker,2020-04-16,653
6453,Matthew Byker,2020-04-17,2060
6454,Matthew Byker,2020-04-18,1597
6455,Matthew Byker,2020-04-19,1701
6456,Matthew Byker,2020-04-20,237
6457,Matthew Byker,2020-04-21,3107
6458,Matthew Byker,2020-04-22,1231
6459,Matthew Byker,2020-04-23,3323
6460,Matthew Byker,2020-04-24,797
6461,Matthew Byker,2020-04-25,2624
6462,Matthew Byker,2020-04-26,603
6463,Matthew Byker,2020-04-27,1495
6464,Matthew Byker,2020-04-28,3041
6465,Matthew Byker,2020-04-29,1369
6466,Matthew Byker,2020-04-30,1138
6467,Matthew Byker,2020-05-01,1358
6468,Matthew Byker,2020-05-02,1342
6469,Matthew Byker,2020-05-03,3458
6470,Matthew Byker,2020-05-04,2775
6471,Matthew Byker,2020-05-05,2134
6472,Matthew Byker,2020-05-06,3406
6473,Matthew Byker,2020-05-07,1601
6474,Matthew Byker,2020-05-08,343
6475,Matthew Byker,2020-05-09,1363
6476,Matthew Byker,2020-05-10,3411
6477,Matthew Byker,2020-05-11,1399
6478,Matthew Byker,2020-05-12,345
6479,Matthew Byker,2020-05-13,2183
6480,Matthew Byker,2020-05-14,3162
6481,Matthew Byker,2020-05-15,561
6482,Matthew Byker,2020-05-16,3413
6483,Matthew Byker,2020-05-17,2598
6484,Matthew Byker,2020-05-18,2120
6485,Matthew Byker,2020-05-19,2680
6486,Matthew Byker,2020-05-20,1157
6487,Matthew Byker,2020-05-21,726
6488,Matthew Byker,2020-05-22,948
6489,Matthew Byker,2020-05-23,2854
6490,Matthew Byker,2020-05-24,1308
6491,Matthew Byker,2020-05-25,2601
6492,Matthew Byker,2020-05-26,1152
6493,Matthew Byker,2020-05-27,1176
6494,Matthew Byker,2020-05-28,957
6495,Matthew Byker,2020-05-29,829
6496,Matthew Byker,2020-05-30,2688
6497,Matthew Byker,2020-05-31,3071
6498,Matthew Byker,2020-06-01,2791
6499,Matthew Byker,2020-06-02,2344
6500,Matthew Byker,2020-06-03,2743
6501,Matthew Byker,2020-06-04,2335
6502,Matthew Byker,2020-06-05,867
6503,Matthew Byker,2020-06-06,3053
6504,Matthew Byker,2020-06-07,3349
6505,Matthew Byker,2020-06-08,2968
6506,Matthew Byker,2020-06-09,1670
6507,Matthew Byker,2020-06-10,396
6508,Matthew Byker,2020-06-11,3495
6509,Matthew Byker,2020-06-12,1221
6510,Matthew Byker,2020-06-13,1692
6511,Matthew Byker,2020-06-14,3334
6512,Matthew Byker,2020-06-15,1525
6513,Suzanne Albrecht,2020-01-01,3352
6514,Suzanne Albrecht,2020-01-02,458
6515,Suzanne Albrecht,2020-01-03,3226
6516,Suzanne Albrecht,2020-01-04,2069
6517,Suzanne Albrecht,2020-01-05,649
6518,Suzanne Albrecht,2020-01-06,1365
6519,Suzanne Albrecht,2020-01-07,278
6520,Suzanne Albrecht,2020-01-08,2905
6521,Suzanne Albrecht,2020-01-09,1652
6522,Suzanne Albrecht,2020-01-10,309
6523,Suzanne Albrecht,2020-01-11,2520
6524,Suzanne Albrecht,2020-01-12,2545
6525,Suzanne Albrecht,2020-01-13,1617
6526,Suzanne Albrecht,2020-01-14,1871
6527,Suzanne Albrecht,2020-01-15,2717
6528,Suzanne Albrecht,2020-01-16,240
6529,Suzanne Albrecht,2020-01-17,1475
6530,Suzanne Albrecht,2020-01-18,1548
6531,Suzanne Albrecht,2020-01-19,687
6532,Suzanne Albrecht,2020-01-20,1822
6533,Suzanne Albrecht,2020-01-21,2843
6534,Suzanne Albrecht,2020-01-22,3487
6535,Suzanne Albrecht,2020-01-23,2378
6536,Suzanne Albrecht,2020-01-24,1058
6537,Suzanne Albrecht,2020-01-25,2813
6538,Suzanne Albrecht,2020-01-26,847
6539,Suzanne Albrecht,2020-01-27,1078
6540,Suzanne Albrecht,2020-01-28,2216
6541,Suzanne Albrecht,2020-01-29,1472
6542,Suzanne Albrecht,2020-01-30,1432
6543,Suzanne Albrecht,2020-01-31,2391
6544,Suzanne Albrecht,2020-02-01,2553
6545,Suzanne Albrecht,2020-02-02,807
6546,Suzanne Albrecht,2020-02-03,3147
6547,Suzanne Albrecht,2020-02-04,2369
6548,Suzanne Albrecht,2020-02-05,3480
6549,Suzanne Albrecht,2020-02-06,3446
6550,Suzanne Albrecht,2020-02-07,2602
6551,Suzanne Albrecht,2020-02-08,1604
6552,Suzanne Albrecht,2020-02-09,333
6553,Suzanne Albrecht,2020-02-10,2245
6554,Suzanne Albrecht,2020-02-11,2128
6555,Suzanne Albrecht,2020-02-12,222
6556,Suzanne Albrecht,2020-02-13,2631
6557,Suzanne Albrecht,2020-02-14,1756
6558,Suzanne Albrecht,2020-02-15,2802
6559,Suzanne Albrecht,2020-02-16,2455
6560,Suzanne Albrecht,2020-02-17,3172
6561,Suzanne Albrecht,2020-02-18,1092
6562,Suzanne Albrecht,2020-02-19,1630
6563,Suzanne Albrecht,2020-02-20,364
6564,Suzanne Albrecht,2020-02-21,1863
6565,Suzanne Albrecht,2020-02-22,2569
6566,Suzanne Albrecht,2020-02-23,495
6567,Suzanne Albrecht,2020-02-24,656
6568,Suzanne Albrecht,2020-02-25,1331
6569,Suzanne Albrecht,2020-02-26,1889
6570,Suzanne Albrecht,2020-02-27,2801
6571,Suzanne Albrecht,2020-02-28,2899
6572,Suzanne Albrecht,2020-02-29,3283
6573,Suzanne Albrecht,2020-03-01,3435
6574,Suzanne Albrecht,2020-03-02,3464
6575,Suzanne Albrecht,2020-03-03,1547
6576,Suzanne Albrecht,2020-03-04,2305
6577,Suzanne Albrecht,2020-03-05,313
6578,Suzanne Albrecht,2020-03-06,1173
6579,Suzanne Albrecht,2020-03-07,3177
6580,Suzanne Albrecht,2020-03-08,214
6581,Suzanne Albrecht,2020-03-09,3340
6582,Suzanne Albrecht,2020-03-10,523
6583,Suzanne Albrecht,2020-03-11,1757
6584,Suzanne Albrecht,2020-03-12,843
6585,Suzanne Albrecht,2020-03-13,2587
6586,Suzanne Albrecht,2020-03-14,334
6587,Suzanne Albrecht,2020-03-15,1911
6588,Suzanne Albrecht,2020-03-16,556
6589,Suzanne Albrecht,2020-03-17,2691
6590,Suzanne Albrecht,2020-03-18,3477
6591,Suzanne Albrecht,2020-03-19,2697
6592,Suzanne Albrecht,2020-03-20,747
6593,Suzanne Albrecht,2020-03-21,1083
6594,Suzanne Albrecht,2020-03-22,2631
6595,Suzanne Albrecht,2020-03-23,377
6596,Suzanne Albrecht,2020-03-24,3448
6597,Suzanne Albrecht,2020-03-25,2825
6598,Suzanne Albrecht,2020-03-26,668
6599,Suzanne Albrecht,2020-03-27,351
6600,Suzanne Albrecht,2020-03-28,2094
6601,Suzanne Albrecht,2020-03-29,1844
6602,Suzanne Albrecht,2020-03-30,2679
6603,Suzanne Albrecht,2020-03-31,398
6604,Suzanne Albrecht,2020-04-01,1643
6605,Suzanne Albrecht,2020-04-02,3358
6606,Suzanne Albrecht,2020-04-03,554
6607,Suzanne Albrecht,2020-04-04,223
6608,Suzanne Albrecht,2020-04-05,1571
6609,Suzanne Albrecht,2020-04-06,854
6610,Suzanne Albrecht,2020-04-07,1397
6611,Suzanne Albrecht,2020-04-08,877
6612,Suzanne Albrecht,2020-04-09,716
6613,Suzanne Albrecht,2020-04-10,3069
6614,Suzanne Albrecht,2020-04-11,3136
6615,Suzanne Albrecht,2020-04-12,3134
6616,Suzanne Albrecht,2020-04-13,2857
6617,Suzanne Albrecht,2020-04-14,1376
6618,Suzanne Albrecht,2020-04-15,1022
6619,Suzanne Albrecht,2020-04-16,2792
6620,Suzanne Albrecht,2020-04-17,1505
6621,Suzanne Albrecht,2020-04-18,1055
6622,Suzanne Albrecht,2020-04-19,1535
6623,Suzanne Albrecht,2020-04-20,2873
6624,Suzanne Albrecht,2020-04-21,3150
6625,Suzanne Albrecht,2020-04-22,3147
6626,Suzanne Albrecht,2020-04-23,2556
6627,Suzanne Albrecht,2020-04-24,1840
6628,Suzanne Albrecht,2020-04-25,1836
6629,Suzanne Albrecht,2020-04-26,449
6630,Suzanne Albrecht,2020-04-27,2128
6631,Suzanne Albrecht,2020-04-28,3129
6632,Suzanne Albrecht,2020-04-29,2557
6633,Suzanne Albrecht,2020-04-30,473
6634,Suzanne Albrecht,2020-05-01,1271
6635,Suzanne Albrecht,2020-05-02,662
6636,Suzanne Albrecht,2020-05-03,2100
6637,Suzanne Albrecht,2020-05-04,3198
6638,Suzanne Albrecht,2020-05-05,2283
6639,Suzanne Albrecht,2020-05-06,2235
6640,Suzanne Albrecht,2020-05-07,3170
6641,Suzanne Albrecht,2020-05-08,2679
6642,Suzanne Albrecht,2020-05-09,2655
6643,Suzanne Albrecht,2020-05-10,318
6644,Suzanne Albrecht,2020-05-11,1865
6645,Suzanne Albrecht,2020-05-12,989
6646,Suzanne Albrecht,2020-05-13,2771
6647,Suzanne Albrecht,2020-05-14,2659
6648,Suzanne Albrecht,2020-05-15,3382
6649,Suzanne Albrecht,2020-05-16,2522
6650,Suzanne Albrecht,2020-05-17,1779
6651,Suzanne Albrecht,2020-05-18,399
6652,Suzanne Albrecht,2020-05-19,955
6653,Suzanne Albrecht,2020-05-20,2725
6654,Suzanne Albrecht,2020-05-21,1411
6655,Suzanne Albrecht,2020-05-22,1029
6656,Suzanne Albrecht,2020-05-23,1248
6657,Suzanne Albrecht,2020-05-24,598
6658,Suzanne Albrecht,2020-05-25,3470
6659,Suzanne Albrecht,2020-05-26,1543
6660,Suzanne Albrecht,2020-05-27,819
6661,Suzanne Albrecht,2020-05-28,922
6662,Suzanne Albrecht,2020-05-29,275
6663,Suzanne Albrecht,2020-05-30,938
6664,Suzanne Albrecht,2020-05-31,1024
6665,Suzanne Albrecht,2020-06-01,1766
6666,Suzanne Albrecht,2020-06-02,2925
6667,Suzanne Albrecht,2020-06-03,2254
6668,Suzanne Albrecht,2020-06-04,2605
6669,Suzanne Albrecht,2020-06-05,2147
6670,Suzanne Albrecht,2020-06-06,3235
6671,Suzanne Albrecht,2020-06-07,2683
6672,Suzanne Albrecht,2020-06-08,3239
6673,Suzanne Albrecht,2020-06-09,947
6674,Suzanne Albrecht,2020-06-10,353
6675,Suzanne Albrecht,2020-06-11,1246
6676,Suzanne Albrecht,2020-06-12,937
6677,Suzanne Albrecht,2020-06-13,1756
6678,Suzanne Albrecht,2020-06-14,2862
6679,Suzanne Albrecht,2020-06-15,2146
6680,Gena Dashnaw,2020-01-01,681
6681,Gena Dashnaw,2020-01-02,946
6682,Gena Dashnaw,2020-01-03,2766
6683,Gena Dashnaw,2020-01-04,1284
6684,Gena Dashnaw,2020-01-05,415
6685,Gena Dashnaw,2020-01-06,3018
6686,Gena Dashnaw,2020-01-07,2889
6687,Gena Dashnaw,2020-01-08,2036
6688,Gena Dashnaw,2020-01-09,342
6689,Gena Dashnaw,2020-01-10,607
6690,Gena Dashnaw,2020-01-11,1856
6691,Gena Dashnaw,2020-01-12,2831
6692,Gena Dashnaw,2020-01-13,531
6693,Gena Dashnaw,2020-01-14,3222
6694,Gena Dashnaw,2020-01-15,2184
6695,Gena Dashnaw,2020-01-16,2900
6696,Gena Dashnaw,2020-01-17,3194
6697,Gena Dashnaw,2020-01-18,707
6698,Gena Dashnaw,2020-01-19,3165
6699,Gena Dashnaw,2020-01-20,2928
6700,Gena Dashnaw,2020-01-21,872
6701,Gena Dashnaw,2020-01-22,904
6702,Gena Dashnaw,2020-01-23,591
6703,Gena Dashnaw,2020-01-24,2683
6704,Gena Dashnaw,2020-01-25,611
6705,Gena Dashnaw,2020-01-26,1720
6706,Gena Dashnaw,2020-01-27,1356
6707,Gena Dashnaw,2020-01-28,2776
6708,Gena Dashnaw,2020-01-29,983
6709,Gena Dashnaw,2020-01-30,2701
6710,Gena Dashnaw,2020-01-31,2364
6711,Gena Dashnaw,2020-02-01,3072
6712,Gena Dashnaw,2020-02-02,3490
6713,Gena Dashnaw,2020-02-03,2313
6714,Gena Dashnaw,2020-02-04,945
6715,Gena Dashnaw,2020-02-05,1498
6716,Gena Dashnaw,2020-02-06,3163
6717,Gena Dashnaw,2020-02-07,2991
6718,Gena Dashnaw,2020-02-08,3357
6719,Gena Dashnaw,2020-02-09,3472
6720,Gena Dashnaw,2020-02-10,2282
6721,Gena Dashnaw,2020-02-11,431
6722,Gena Dashnaw,2020-02-12,701
6723,Gena Dashnaw,2020-02-13,1517
6724,Gena Dashnaw,2020-02-14,3042
6725,Gena Dashnaw,2020-02-15,2358
6726,Gena Dashnaw,2020-02-16,1120
6727,Gena Dashnaw,2020-02-17,1531
6728,Gena Dashnaw,2020-02-18,2610
6729,Gena Dashnaw,2020-02-19,2905
6730,Gena Dashnaw,2020-02-20,3027
6731,Gena Dashnaw,2020-02-21,2784
6732,Gena Dashnaw,2020-02-22,1576
6733,Gena Dashnaw,2020-02-23,2342
6734,Gena Dashnaw,2020-02-24,693
6735,Gena Dashnaw,2020-02-25,2001
6736,Gena Dashnaw,2020-02-26,1098
6737,Gena Dashnaw,2020-02-27,1048
6738,Gena Dashnaw,2020-02-28,2718
6739,Gena Dashnaw,2020-02-29,2243
